run_id,grid_string_id,step,position,anchor,window_size,prefix,predicted,actual,is_correct,confidence,selected_window_size,skipped,skip_reason,all_predictions_json,entry_reason
cd1adaae-7e75-48e7-8d56-3bd826994c24,2306,6,43,34,10,pbbppppbb,p,p,1,54.109589041095894,10,0,,"[{""window_size"": 10, ""prefix"": ""pbbppppbb"", ""predicted"": ""p"", ""confidence"": 54.109589041095894, ""b_ratio"": 45.89041095890411, ""p_ratio"": 54.109589041095894}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2306,7,52,44,9,pbpbbpbb,p,p,1,52.197802197802204,9,0,,"[{""window_size"": 9, ""prefix"": ""pbpbbpbb"", ""predicted"": ""p"", ""confidence"": 52.197802197802204, ""b_ratio"": 47.8021978021978, ""p_ratio"": 52.197802197802204}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,1,9,1,9,bppbbbbp,b,p,0,51.87165775401069,9,0,,"[{""window_size"": 9, ""prefix"": ""bppbbbbp"", ""predicted"": ""b"", ""confidence"": 51.87165775401069, ""b_ratio"": 51.87165775401069, ""p_ratio"": 48.1283422459893}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,2,10,1,10,bppbbbbpp,b,p,0,56.06936416184971,10,0,,"[{""window_size"": 10, ""prefix"": ""bppbbbbpp"", ""predicted"": ""b"", ""confidence"": 56.06936416184971, ""b_ratio"": 56.06936416184971, ""p_ratio"": 43.93063583815029}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,3,11,1,11,bppbbbbppp,b,b,1,52.054794520547944,11,0,,"[{""window_size"": 11, ""prefix"": ""bppbbbbppp"", ""predicted"": ""b"", ""confidence"": 52.054794520547944, ""b_ratio"": 52.054794520547944, ""p_ratio"": 47.94520547945205}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,4,20,12,9,pbppbpbb,p,b,0,53.06748466257669,9,0,,"[{""window_size"": 9, ""prefix"": ""pbppbpbb"", ""predicted"": ""p"", ""confidence"": 53.06748466257669, ""b_ratio"": 46.93251533742331, ""p_ratio"": 53.06748466257669}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,5,21,12,10,pbppbpbbb,b,p,0,53.02013422818792,10,0,,"[{""window_size"": 10, ""prefix"": ""pbppbpbbb"", ""predicted"": ""b"", ""confidence"": 53.02013422818792, ""b_ratio"": 53.02013422818792, ""p_ratio"": 46.97986577181208}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,6,22,12,11,pbppbpbbbp,p,b,0,50.72463768115942,11,0,,"[{""window_size"": 11, ""prefix"": ""pbppbpbbbp"", ""predicted"": ""p"", ""confidence"": 50.72463768115942, ""b_ratio"": 49.275362318840585, ""p_ratio"": 50.72463768115942}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,7,33,25,9,bppppbbp,p,b,0,50.720461095100866,9,0,,"[{""window_size"": 9, ""prefix"": ""bppppbbp"", ""predicted"": ""p"", ""confidence"": 50.720461095100866, ""b_ratio"": 49.279538904899134, ""p_ratio"": 50.720461095100866}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,8,34,25,10,bppppbbpb,p,p,1,50.595238095238095,10,0,,"[{""window_size"": 10, ""prefix"": ""bppppbbpb"", ""predicted"": ""p"", ""confidence"": 50.595238095238095, ""b_ratio"": 49.404761904761905, ""p_ratio"": 50.595238095238095}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,9,43,35,9,pbbbppbp,b,p,0,50.69637883008357,9,0,,"[{""window_size"": 9, ""prefix"": ""pbbbppbp"", ""predicted"": ""b"", ""confidence"": 50.69637883008357, ""b_ratio"": 50.69637883008357, ""p_ratio"": 49.30362116991643}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,10,44,35,10,pbbbppbpp,b,p,0,58.19209039548022,10,0,,"[{""window_size"": 10, ""prefix"": ""pbbbppbpp"", ""predicted"": ""b"", ""confidence"": 58.19209039548022, ""b_ratio"": 58.19209039548022, ""p_ratio"": 41.80790960451977}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2307,11,45,35,11,pbbbppbppp,b,p,0,56.33802816901409,11,0,,"[{""window_size"": 11, ""prefix"": ""pbbbppbppp"", ""predicted"": ""b"", ""confidence"": 56.33802816901409, ""b_ratio"": 56.33802816901409, ""p_ratio"": 43.66197183098591}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,1,9,1,9,bpbpbppb,b,p,0,60.26315789473684,9,0,,"[{""window_size"": 9, ""prefix"": ""bpbpbppb"", ""predicted"": ""b"", ""confidence"": 60.26315789473684, ""b_ratio"": 60.26315789473684, ""p_ratio"": 39.73684210526316}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,2,10,1,10,bpbpbppbp,b,p,0,54.166666666666664,10,0,,"[{""window_size"": 10, ""prefix"": ""bpbpbppbp"", ""predicted"": ""b"", ""confidence"": 54.166666666666664, ""b_ratio"": 54.166666666666664, ""p_ratio"": 45.83333333333333}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,3,11,1,11,bpbpbppbpp,b,p,0,51.515151515151516,11,0,,"[{""window_size"": 11, ""prefix"": ""bpbpbppbpp"", ""predicted"": ""b"", ""confidence"": 51.515151515151516, ""b_ratio"": 51.515151515151516, ""p_ratio"": 48.484848484848484}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,4,20,12,9,pbppppbb,p,b,0,51.02639296187683,9,0,,"[{""window_size"": 9, ""prefix"": ""pbppppbb"", ""predicted"": ""p"", ""confidence"": 51.02639296187683, ""b_ratio"": 48.97360703812317, ""p_ratio"": 51.02639296187683}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,5,21,12,10,pbppppbbb,p,b,0,51.85185185185185,10,0,,"[{""window_size"": 10, ""prefix"": ""pbppppbbb"", ""predicted"": ""p"", ""confidence"": 51.85185185185185, ""b_ratio"": 48.148148148148145, ""p_ratio"": 51.85185185185185}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,6,22,12,11,pbppppbbbb,b,p,0,55.84415584415584,11,0,,"[{""window_size"": 11, ""prefix"": ""pbppppbbbb"", ""predicted"": ""b"", ""confidence"": 55.84415584415584, ""b_ratio"": 55.84415584415584, ""p_ratio"": 44.15584415584416}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,7,32,24,9,bppppbbb,p,p,1,51.76848874598071,9,0,,"[{""window_size"": 9, ""prefix"": ""bppppbbb"", ""predicted"": ""p"", ""confidence"": 51.76848874598071, ""b_ratio"": 48.231511254019296, ""p_ratio"": 51.76848874598071}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,8,42,34,9,pbppbppp,b,b,1,53.17725752508361,9,0,,"[{""window_size"": 9, ""prefix"": ""pbppbppp"", ""predicted"": ""b"", ""confidence"": 53.17725752508361, ""b_ratio"": 53.17725752508361, ""p_ratio"": 46.82274247491639}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,9,52,44,9,pbbbppbb,b,p,0,52.42165242165242,9,0,,"[{""window_size"": 9, ""prefix"": ""pbbbppbb"", ""predicted"": ""b"", ""confidence"": 52.42165242165242, ""b_ratio"": 52.42165242165242, ""p_ratio"": 47.57834757834758}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,10,53,44,10,pbbbppbbp,b,p,0,52.14723926380368,10,0,,"[{""window_size"": 10, ""prefix"": ""pbbbppbbp"", ""predicted"": ""b"", ""confidence"": 52.14723926380368, ""b_ratio"": 52.14723926380368, ""p_ratio"": 47.85276073619632}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2308,11,54,44,11,pbbbppbbpp,p,p,1,55.12820512820513,11,0,,"[{""window_size"": 11, ""prefix"": ""pbbbppbbpp"", ""predicted"": ""p"", ""confidence"": 55.12820512820513, ""b_ratio"": 44.871794871794876, ""p_ratio"": 55.12820512820513}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2309,1,10,2,9,bpbbbbpp,p,b,0,50.70821529745042,9,0,,"[{""window_size"": 9, ""prefix"": ""bpbbbbpp"", ""predicted"": ""p"", ""confidence"": 50.70821529745042, ""b_ratio"": 49.29178470254957, ""p_ratio"": 50.70821529745042}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2309,2,11,2,10,bpbbbbppb,b,p,0,50.0,10,0,,"[{""window_size"": 10, ""prefix"": ""bpbbbbppb"", ""predicted"": ""b"", ""confidence"": 50.0, ""b_ratio"": 50.0, ""p_ratio"": 50.0}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2309,3,12,2,11,bpbbbbppbp,b,p,0,55.952380952380956,11,0,,"[{""window_size"": 11, ""prefix"": ""bpbbbbppbp"", ""predicted"": ""b"", ""confidence"": 55.952380952380956, ""b_ratio"": 55.952380952380956, ""p_ratio"": 44.047619047619044}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2309,4,21,13,9,bpppbpbp,b,b,1,55.0314465408805,9,0,,"[{""window_size"": 9, ""prefix"": ""bpppbpbp"", ""predicted"": ""b"", ""confidence"": 55.0314465408805, ""b_ratio"": 55.0314465408805, ""p_ratio"": 44.9685534591195}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2309,5,30,22,9,pbbbpbpp,p,b,0,51.54320987654321,9,0,,"[{""window_size"": 9, ""prefix"": ""pbbbpbpp"", ""predicted"": ""p"", ""confidence"": 51.54320987654321, ""b_ratio"": 48.45679012345679, ""p_ratio"": 51.54320987654321}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2309,6,31,22,10,pbbbpbppb,b,p,0,53.59477124183007,10,0,,"[{""window_size"": 10, ""prefix"": ""pbbbpbppb"", ""predicted"": ""b"", ""confidence"": 53.59477124183007, ""b_ratio"": 53.59477124183007, ""p_ratio"": 46.40522875816993}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2309,7,32,22,11,pbbbpbppbp,b,b,1,50.0,11,0,,"[{""window_size"": 11, ""prefix"": ""pbbbpbppbp"", ""predicted"": ""b"", ""confidence"": 50.0, ""b_ratio"": 50.0, ""p_ratio"": 50.0}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2309,8,42,34,9,bppbbppb,b,p,0,50.40871934604905,9,0,,"[{""window_size"": 9, ""prefix"": ""bppbbppb"", ""predicted"": ""b"", ""confidence"": 50.40871934604905, ""b_ratio"": 50.40871934604905, ""p_ratio"": 49.59128065395095}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2309,9,43,34,10,bppbbppbp,b,b,1,50.55555555555556,10,0,,"[{""window_size"": 10, ""prefix"": ""bppbbppbp"", ""predicted"": ""b"", ""confidence"": 50.55555555555556, ""b_ratio"": 50.55555555555556, ""p_ratio"": 49.44444444444444}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2310,1,8,0,9,bppbbpbb,p,b,0,50.91863517060368,9,0,,"[{""window_size"": 9, ""prefix"": ""bppbbpbb"", ""predicted"": ""p"", ""confidence"": 50.91863517060368, ""b_ratio"": 49.08136482939632, ""p_ratio"": 50.91863517060368}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2310,2,9,0,10,bppbbpbbb,p,p,1,51.68539325842697,10,0,,"[{""window_size"": 10, ""prefix"": ""bppbbpbbb"", ""predicted"": ""p"", ""confidence"": 51.68539325842697, ""b_ratio"": 48.31460674157304, ""p_ratio"": 51.68539325842697}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2310,3,19,11,9,pbpbpppb,b,b,1,56.38629283489096,9,0,,"[{""window_size"": 9, ""prefix"": ""pbpbpppb"", ""predicted"": ""b"", ""confidence"": 56.38629283489096, ""b_ratio"": 56.38629283489096, ""p_ratio"": 43.613707165109034}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2310,4,28,20,9,pbbbpbbb,b,p,0,51.78082191780822,9,0,,"[{""window_size"": 9, ""prefix"": ""pbbbpbbb"", ""predicted"": ""b"", ""confidence"": 51.78082191780822, ""b_ratio"": 51.78082191780822, ""p_ratio"": 48.21917808219178}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2310,5,29,20,10,pbbbpbbbp,b,b,1,51.461988304093566,10,0,,"[{""window_size"": 10, ""prefix"": ""pbbbpbbbp"", ""predicted"": ""b"", ""confidence"": 51.461988304093566, ""b_ratio"": 51.461988304093566, ""p_ratio"": 48.53801169590643}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2310,6,40,32,9,pbppbbbb,p,p,1,51.329787234042556,9,0,,"[{""window_size"": 9, ""prefix"": ""pbppbbbb"", ""predicted"": ""p"", ""confidence"": 51.329787234042556, ""b_ratio"": 48.67021276595745, ""p_ratio"": 51.329787234042556}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2311,1,9,1,9,bpppbppb,b,p,0,50.63694267515923,9,0,,"[{""window_size"": 9, ""prefix"": ""bpppbppb"", ""predicted"": ""b"", ""confidence"": 50.63694267515923, ""b_ratio"": 50.63694267515923, ""p_ratio"": 49.36305732484077}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2311,2,10,1,10,bpppbppbp,b,b,1,54.966887417218544,10,0,,"[{""window_size"": 10, ""prefix"": ""bpppbppbp"", ""predicted"": ""b"", ""confidence"": 54.966887417218544, ""b_ratio"": 54.966887417218544, ""p_ratio"": 45.033112582781456}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2311,3,22,14,9,bpbbpppp,b,p,0,50.445103857566764,9,0,,"[{""window_size"": 9, ""prefix"": ""bpbbpppp"", ""predicted"": ""b"", ""confidence"": 50.445103857566764, ""b_ratio"": 50.445103857566764, ""p_ratio"": 49.554896142433236}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2311,4,23,14,10,bpbbppppp,b,b,1,52.20125786163522,10,0,,"[{""window_size"": 10, ""prefix"": ""bpbbppppp"", ""predicted"": ""b"", ""confidence"": 52.20125786163522, ""b_ratio"": 52.20125786163522, ""p_ratio"": 47.79874213836478}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2311,5,32,24,9,bpbbppbb,b,p,0,50.69637883008357,9,0,,"[{""window_size"": 9, ""prefix"": ""bpbbppbb"", ""predicted"": ""b"", ""confidence"": 50.69637883008357, ""b_ratio"": 50.69637883008357, ""p_ratio"": 49.30362116991643}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2311,6,33,24,10,bpbbppbbp,p,b,0,52.352941176470594,10,0,,"[{""window_size"": 10, ""prefix"": ""bpbbppbbp"", ""predicted"": ""p"", ""confidence"": 52.352941176470594, ""b_ratio"": 47.647058823529406, ""p_ratio"": 52.352941176470594}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2311,7,34,24,11,bpbbppbbpb,b,p,0,58.22784810126582,11,0,,"[{""window_size"": 11, ""prefix"": ""bpbbppbbpb"", ""predicted"": ""b"", ""confidence"": 58.22784810126582, ""b_ratio"": 58.22784810126582, ""p_ratio"": 41.77215189873418}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2311,8,45,37,9,bpbbbbbb,b,b,1,54.330708661417326,9,0,,"[{""window_size"": 9, ""prefix"": ""bpbbbbbb"", ""predicted"": ""b"", ""confidence"": 54.330708661417326, ""b_ratio"": 54.330708661417326, ""p_ratio"": 45.66929133858268}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2312,1,10,2,9,bpppppbb,p,b,0,51.92878338278932,9,0,,"[{""window_size"": 9, ""prefix"": ""bpppppbb"", ""predicted"": ""p"", ""confidence"": 51.92878338278932, ""b_ratio"": 48.07121661721068, ""p_ratio"": 51.92878338278932}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2312,2,11,2,10,bpppppbbb,p,b,0,53.16455696202531,10,0,,"[{""window_size"": 10, ""prefix"": ""bpppppbbb"", ""predicted"": ""p"", ""confidence"": 53.16455696202531, ""b_ratio"": 46.835443037974684, ""p_ratio"": 53.16455696202531}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2312,3,12,2,11,bpppppbbbb,b,b,1,54.166666666666664,11,0,,"[{""window_size"": 11, ""prefix"": ""bpppppbbbb"", ""predicted"": ""b"", ""confidence"": 54.166666666666664, ""b_ratio"": 54.166666666666664, ""p_ratio"": 45.83333333333333}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2313,1,9,1,9,bppbppbp,b,b,1,55.25525525525525,9,0,,"[{""window_size"": 9, ""prefix"": ""bppbppbp"", ""predicted"": ""b"", ""confidence"": 55.25525525525525, ""b_ratio"": 55.25525525525525, ""p_ratio"": 44.74474474474475}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2313,2,18,10,9,pbbppbpp,p,b,0,51.04477611940299,9,0,,"[{""window_size"": 9, ""prefix"": ""pbbppbpp"", ""predicted"": ""p"", ""confidence"": 51.04477611940299, ""b_ratio"": 48.95522388059702, ""p_ratio"": 51.04477611940299}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2313,3,19,10,10,pbbppbppb,p,b,0,50.31055900621118,10,0,,"[{""window_size"": 10, ""prefix"": ""pbbppbppb"", ""predicted"": ""p"", ""confidence"": 50.31055900621118, ""b_ratio"": 49.68944099378882, ""p_ratio"": 50.31055900621118}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2313,4,20,10,11,pbbppbppbb,b,p,0,52.56410256410257,11,0,,"[{""window_size"": 11, ""prefix"": ""pbbppbppbb"", ""predicted"": ""b"", ""confidence"": 52.56410256410257, ""b_ratio"": 52.56410256410257, ""p_ratio"": 47.43589743589743}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2313,5,30,22,9,pbppbppp,b,b,1,53.17725752508361,9,0,,"[{""window_size"": 9, ""prefix"": ""pbppbppp"", ""predicted"": ""b"", ""confidence"": 53.17725752508361, ""b_ratio"": 53.17725752508361, ""p_ratio"": 46.82274247491639}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2313,6,40,32,9,bpbbpbbp,b,p,0,54.385964912280706,9,0,,"[{""window_size"": 9, ""prefix"": ""bpbbpbbp"", ""predicted"": ""b"", ""confidence"": 54.385964912280706, ""b_ratio"": 54.385964912280706, ""p_ratio"": 45.614035087719294}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2313,7,41,32,10,bpbbpbbpp,p,p,1,52.24719101123596,10,0,,"[{""window_size"": 10, ""prefix"": ""bpbbpbbpp"", ""predicted"": ""p"", ""confidence"": 52.24719101123596, ""b_ratio"": 47.752808988764045, ""p_ratio"": 52.24719101123596}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2313,8,51,43,9,pbbbpppp,b,p,0,56.739811912225704,9,0,,"[{""window_size"": 9, ""prefix"": ""pbbbpppp"", ""predicted"": ""b"", ""confidence"": 56.739811912225704, ""b_ratio"": 56.739811912225704, ""p_ratio"": 43.260188087774296}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2313,9,52,43,10,pbbbppppp,b,b,1,54.074074074074076,10,0,,"[{""window_size"": 10, ""prefix"": ""pbbbppppp"", ""predicted"": ""b"", ""confidence"": 54.074074074074076, ""b_ratio"": 54.074074074074076, ""p_ratio"": 45.925925925925924}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2314,1,8,0,9,pbbpbpbb,b,b,1,52.406417112299465,9,0,,"[{""window_size"": 9, ""prefix"": ""pbbpbpbb"", ""predicted"": ""b"", ""confidence"": 52.406417112299465, ""b_ratio"": 52.406417112299465, ""p_ratio"": 47.593582887700535}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2314,2,18,10,9,bpbppbbp,b,b,1,54.25531914893617,9,0,,"[{""window_size"": 9, ""prefix"": ""bpbppbbp"", ""predicted"": ""b"", ""confidence"": 54.25531914893617, ""b_ratio"": 54.25531914893617, ""p_ratio"": 45.744680851063826}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2314,3,28,20,9,pbpbpbpb,b,b,1,52.73775216138329,9,0,,"[{""window_size"": 9, ""prefix"": ""pbpbpbpb"", ""predicted"": ""b"", ""confidence"": 52.73775216138329, ""b_ratio"": 52.73775216138329, ""p_ratio"": 47.262247838616716}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2314,4,38,30,9,bpbbpbbb,b,b,1,52.48618784530387,9,0,,"[{""window_size"": 9, ""prefix"": ""bpbbpbbb"", ""predicted"": ""b"", ""confidence"": 52.48618784530387, ""b_ratio"": 52.48618784530387, ""p_ratio"": 47.51381215469613}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2314,5,47,39,9,bpbpbpbb,p,b,0,50.14164305949008,9,0,,"[{""window_size"": 9, ""prefix"": ""bpbpbpbb"", ""predicted"": ""p"", ""confidence"": 50.14164305949008, ""b_ratio"": 49.858356940509914, ""p_ratio"": 50.14164305949008}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2314,6,48,39,10,bpbpbpbbb,p,b,0,52.63157894736842,10,0,,"[{""window_size"": 10, ""prefix"": ""bpbpbpbbb"", ""predicted"": ""p"", ""confidence"": 52.63157894736842, ""b_ratio"": 47.368421052631575, ""p_ratio"": 52.63157894736842}]",
cd1adaae-7e75-48e7-8d56-3bd826994c24,2314,7,49,39,11,bpbpbpbbbb,b,b,1,54.54545454545454,11,0,,"[{""window_size"": 11, ""prefix"": ""bpbpbpbbbb"", ""predicted"": ""b"", ""confidence"": 54.54545454545454, ""b_ratio"": 54.54545454545454, ""p_ratio"": 45.45454545454545}]",
32592807-1109-4bee-9285-8d8b76ab03b0,2315,1,10,2,9,pbbppbpb,b,b,1,52.73775216138329,9,0,,"[{""window_size"": 9, ""prefix"": ""pbbppbpb"", ""predicted"": ""b"", ""confidence"": 52.73775216138329, ""b_ratio"": 52.73775216138329, ""p_ratio"": 47.262247838616716}]",
32592807-1109-4bee-9285-8d8b76ab03b0,2315,2,21,13,9,pbbpbbpp,p,b,0,50.688705234159784,9,0,,"[{""window_size"": 9, ""prefix"": ""pbbpbbpp"", ""predicted"": ""p"", ""confidence"": 50.688705234159784, ""b_ratio"": 49.311294765840216, ""p_ratio"": 50.688705234159784}]",
